episode,epsilon,reward,steps,success,normal_moves,wall_collisions,penalty_visits,closed_door_attempts,door_passes,periodic_gate_closed,periodic_gate_passes,key_collected,goal_reached_count,step_limit_reached_count,terminated,truncated
281,0.18681992888645543,-165.36000000000018,218,1,203,7,1,0,2,1,2,1,1,0,1,0
282,0.18570395041697144,-689.0499999999996,423,0,377,33,9,0,1,1,1,1,0,1,0,1
283,0.18459463830236603,-26.06999999999998,100,1,89,6,1,0,1,0,1,1,1,0,1,0
284,0.1834919527208249,-100.61,142,1,126,9,2,0,1,1,1,1,1,0,1,0
285,0.1823958540884115,-94.39,149,1,134,8,1,0,1,1,2,1,1,0,1,0
286,0.18130630305764578,-11.979999999999976,88,1,77,7,0,0,1,1,0,1,1,0,1,0
287,0.18022326051609205,-583.4299999999995,423,0,394,26,1,0,0,1,0,1,0,1,0,1
288,0.17914668758495467,-64.33000000000006,136,1,125,8,0,0,1,0,0,1,1,0,1,0
289,0.17807654561768255,-21.090000000000046,80,1,68,6,3,0,1,0,0,1,1,0,1,0
290,0.17701279619858176,-583.0399999999993,423,0,397,16,4,0,1,1,3,1,0,1,0,1
291,0.17595540114143643,24.00999999999999,64,1,54,6,0,0,1,0,1,1,1,0,1,0
292,0.17490432248813811,-484.0399999999997,402,1,361,33,3,0,1,1,1,1,1,0,1,0
293,0.17385952250732298,-149.52000000000004,174,1,155,12,3,0,1,0,1,1,1,0,1,0
294,0.17282096369301755,-38.00999999999998,110,1,95,8,0,0,1,0,4,1,1,0,1,0
295,0.17178860876329213,-147.31000000000006,206,1,191,10,0,0,1,0,2,1,1,0,1,0
296,0.17076242065892258,-73.43000000000002,106,1,86,16,1,0,1,0,0,1,1,0,1,0
297,0.16974236254205993,-2.7099999999999795,94,1,87,4,0,0,1,0,0,1,1,0,1,0
298,0.16872839779490806,-354.74000000000035,326,1,293,28,0,0,3,0,0,1,1,0,1,0
299,0.16772049001840905,-33.229999999999976,104,1,94,6,1,0,1,0,0,1,1,0,1,0
300,0.1667186030309367,-647.6799999999985,423,0,381,34,4,0,0,1,2,1,0,1,0,1
301,0.16572270086699756,-29.060000000000045,99,1,88,7,1,0,1,0,0,1,1,0,1,0
302,0.16473274777593994,-299.44,297,1,271,19,1,0,2,0,2,1,1,0,1,0
303,0.16374870822067053,18.79000000000002,82,1,76,2,0,0,1,0,1,1,1,0,1,0
304,0.16277054687637865,11.019999999999982,68,1,56,8,0,0,1,0,1,1,1,0,1,0
305,0.1617982286292682,-267.0999999999999,178,1,137,30,7,0,2,0,0,1,1,0,1,0
306,0.16083171857529718,-21.979999999999976,91,1,80,7,1,0,1,0,0,1,1,0,1,0
307,0.1598709820189246,-42.979999999999976,114,1,104,6,1,0,1,0,0,1,1,0,1,0
308,0.15891598447186514,-7.660000000000011,84,1,73,8,0,0,1,0,0,1,1,0,1,0
309,0.15796669165185107,7.729999999999961,84,1,78,2,1,0,1,0,0,1,1,0,1,0
310,0.1570230694814014,-20.740000000000023,104,1,91,5,0,0,3,1,2,1,1,0,1,0
311,0.1560850840865989,1.6600000000000108,76,1,65,6,1,0,1,0,1,1,1,0,1,0
312,0.15515270179587387,-26.46000000000005,108,1,100,3,1,0,1,1,0,1,1,0,1,0
313,0.15422588913879537,-84.10000000000004,158,1,149,6,0,0,1,0,0,1,1,0,1,0
314,0.15330461284486996,-43.27999999999999,89,1,74,9,3,0,1,0,0,1,1,0,1,0
315,0.1523888398423471,-101.63999999999997,125,1,105,15,2,0,1,0,0,1,1,0,1,0
316,0.1514785372570321,-16.020000000000053,90,1,82,2,3,0,1,0,0,1,1,0,1,0
317,0.15057367241110595,-100.80000000000003,120,1,99,14,3,0,1,0,1,1,1,0,1,0
318,0.14967421282195226,-94.52999999999993,116,1,93,20,0,0,1,0,0,1,1,0,1,0
319,0.14878012620099124,-17.760000000000005,112,1,108,0,1,0,1,0,0,1,1,0,1,0
320,0.14789138045252062,29.289999999999992,66,1,59,2,1,0,2,0,0,1,1,0,1,0
321,0.14700794367256342,21.99999999999997,69,1,61,5,0,0,1,0,0,1,1,0,1,0
322,0.14612978414772276,-122.77999999999999,120,1,93,13,6,0,1,1,4,1,1,0,1,0
323,0.14525687035404328,-190.70999999999992,192,1,166,20,2,0,1,0,1,1,1,0,1,0
324,0.1443891709558797,-49.109999999999914,126,1,117,4,1,0,1,0,1,1,1,0,1,0
325,0.14352665480477175,-113.56000000000002,154,1,139,9,2,0,1,1,0,1,1,0,1,0
326,0.14266929093832612,-85.11000000000003,120,1,106,6,5,0,1,0,0,1,1,0,1,0
327,0.14181704857910496,-74.12000000000005,120,1,103,11,1,0,1,1,1,1,1,0,1,0
328,0.140969897133521,-171.4699999999999,146,1,118,19,5,0,1,1,0,1,1,0,1,0
329,0.14012780619073942,3.680000000000007,82,1,72,5,0,0,2,1,0,1,1,0,1,0
330,0.139290745521586,-33.84999999999995,101,1,92,3,3,0,1,0,0,1,1,0,1,0
331,0.13845868507746206,-13.079999999999998,94,1,85,6,0,0,1,0,0,1,1,0,1,0
332,0.1376315949892658,20.969999999999985,80,1,75,2,0,0,1,0,0,1,1,0,1,0
333,0.13680944556632008,-210.35999999999996,246,1,229,9,2,0,1,1,2,1,1,0,1,0
334,0.13599220729530642,-257.63999999999976,281,1,262,15,1,0,1,0,0,1,1,0,1,0
335,0.13517985083920583,-15.310000000000045,104,1,97,4,0,0,1,0,0,1,1,0,1,0
336,0.13437234703624537,-144.22999999999996,170,1,150,14,2,0,2,0,0,1,1,0,1,0
337,0.13356966689885155,-4.220000000000013,77,1,66,7,1,0,1,0,0,1,1,0,1,0
338,0.1327717816126096,35.949999999999974,54,1,45,6,0,0,1,0,0,1,1,0,1,0
339,0.13197866253522916,12.28999999999995,74,1,65,6,0,0,1,0,0,1,1,0,1,0
340,0.13119028119551607,34.879999999999995,59,1,51,4,0,0,1,1,0,1,1,0,1,0
341,0.13040660929235026,-19.209999999999937,86,1,75,6,2,0,1,0,0,1,1,0,1,0
342,0.12962761869366993,30.919999999999973,66,1,59,4,0,0,1,0,0,1,1,0,1,0
343,0.12885328143546157,35.79999999999998,68,1,63,2,0,0,1,0,0,1,1,0,1,0
344,0.12808356972075616,-28.679999999999993,80,1,64,10,2,0,1,0,1,1,1,0,1,0
345,0.12731845591863125,17.93999999999997,76,1,69,4,0,0,1,0,0,1,1,0,1,0
346,0.12655791256321922,-40.68000000000002,123,1,116,3,1,0,1,0,0,1,1,0,1,0
347,0.12580191235272117,30.809999999999988,64,1,58,2,1,0,1,0,0,1,1,0,1,0
348,0.1250504281484269,-36.8400000000001,118,1,109,3,1,0,1,1,1,1,1,0,1,0
349,0.12430343297374069,-10.269999999999968,75,1,61,11,0,0,1,0,0,1,1,0,1,0
350,0.12356090001321293,-20.52000000000008,96,1,85,8,0,0,1,0,0,1,1,0,1,0
351,0.12282280261157749,5.1299999999999955,80,1,70,5,0,0,1,1,1,1,1,0,1,0
352,0.1220891142727948,19.070000000000007,60,1,48,6,1,0,2,0,1,1,1,0,1,0
353,0.12135980865910076,-592.5399999999996,423,0,390,27,2,0,0,1,2,1,0,1,0,1
354,0.12063485959006129,-101.83999999999999,142,1,127,10,2,0,1,0,0,1,1,0,1,0
355,0.11991424104163247,24.310000000000002,58,1,47,7,0,0,1,1,0,1,1,0,1,0
356,0.11919792714522631,-299.66,322,1,304,12,1,0,1,2,0,1,1,0,1,0
357,0.11848589218678221,-59.93000000000008,112,1,98,10,1,0,1,0,0,1,1,0,1,0
358,0.11777811060584382,12.100000000000009,88,1,82,2,0,0,2,0,0,1,1,0,1,0
359,0.11707455699464149,-160.14000000000004,218,1,205,10,0,0,1,0,0,1,1,0,1,0
360,0.1163752060971802,-10.789999999999978,94,1,85,6,0,0,1,0,0,1,1,0,1,0
361,0.11568003280833289,-37.030000000000015,88,1,72,12,1,0,1,0,0,1,1,0,1,0
362,0.1149890121729393,-0.8300000000000125,78,1,67,8,0,0,1,0,0,1,1,0,1,0
363,0.1143021193849101,-233.91999999999985,208,1,176,28,1,0,1,0,0,1,1,0,1,0
364,0.1136193297863364,-0.3000000000000256,76,1,68,2,3,0,1,0,0,1,1,0,1,0
365,0.1129406188666046,-17.049999999999983,92,1,82,6,1,0,1,0,0,1,1,0,1,0
366,0.11226596226151654,-339.09999999999957,300,1,278,10,9,0,1,0,0,1,1,0,1,0
367,0.1115953357524148,25.5,76,1,71,2,0,0,1,0,0,1,1,0,1,0
368,0.11092871526531342,-12.190000000000012,88,1,77,8,0,0,1,0,0,1,1,0,1,0
369,0.1102660768700336,33.52999999999999,62,1,56,2,1,0,1,0,0,1,1,0,1,0
370,0.1096073967793447,-146.02999999999992,168,1,148,15,1,0,1,1,0,1,1,0,1,0
371,0.1089526513481103,-247.34999999999968,252,1,228,20,1,0,1,0,0,1,1,0,1,0
372,0.1083018170724395,22.31999999999995,72,1,65,4,0,0,1,0,0,1,1,0,1,0
373,0.107654870588843,-60.02999999999999,100,1,84,10,3,0,1,0,0,1,1,0,1,0
374,0.1070117886733946,-240.77000000000004,280,1,266,10,1,0,1,0,0,1,1,0,1,0
375,0.10637254824089737,-168.3,226,1,214,6,1,0,1,0,2,1,1,0,1,0
376,0.10573712634405498,-208.79999999999984,204,1,175,25,0,0,1,1,0,1,1,0,1,0
377,0.105105500172648,-63.3,142,1,133,4,1,0,2,0,0,1,1,0,1,0
378,0.10447764705271499,-12.65999999999994,85,1,73,9,0,0,1,0,0,1,1,0,1,0
379,0.10385354444573862,-158.85999999999996,210,1,193,8,1,0,1,0,5,1,1,0,1,0
380,0.10323316994783649,-418.2799999999998,372,1,337,22,3,0,1,2,5,1,1,0,1,0
381,0.10261650128895702,-10.489999999999966,92,1,81,2,2,0,1,0,4,1,1,0,1,0
382,0.10200351633207988,-436.4800000000003,398,1,370,14,6,0,1,2,3,1,1,0,1,0
383,0.1013941930724214,-291.83,231,1,193,19,7,0,1,4,5,1,1,0,1,0
384,0.10078850963664458,-31.070000000000007,74,1,59,7,4,0,1,1,0,1,1,0,1,0
385,0.10018644428207399,-82.66000000000004,124,1,104,10,2,0,1,2,3,1,1,0,1,0
386,0.09958797539591513,-152.22000000000003,220,1,212,4,1,0,1,0,0,1,1,0,1,0
387,0.09899308149447868,-90.95,160,1,150,5,1,0,1,1,0,1,1,0,1,0
388,0.09840174122240922,-138.27999999999997,170,1,151,14,1,0,1,0,1,1,1,0,1,0
389,0.09781393335191865,-52.01000000000003,116,1,104,7,1,0,1,1,0,1,1,0,1,0
390,0.09722963678202418,52.32999999999999,48,1,41,3,0,0,1,1,0,1,1,0,1,0
391,0.0966488305377908,3.5999999999999517,88,1,81,4,0,0,1,0,0,1,1,0,1,0
392,0.09607149376957837,-87.09000000000005,130,1,116,8,3,0,1,0,0,1,1,0,1,0
393,0.09549760575229313,-22.090000000000032,96,1,84,4,2,0,1,0,3,1,1,0,1,0
394,0.09492714588464377,1.5299999999999727,76,1,66,6,1,0,1,0,0,1,1,0,1,0
395,0.09436009368840181,-150.9299999999999,228,1,219,4,0,0,1,0,2,1,1,0,1,0
396,0.09379642880766657,-0.620000000000033,78,1,66,6,1,0,2,0,1,1,1,0,1,0
397,0.09323613100813435,-7.82999999999997,76,1,63,8,1,0,1,0,1,1,1,0,1,0
398,0.09267918017637214,-166.95999999999998,172,1,147,13,4,0,2,1,3,1,1,0,1,0
399,0.09212555631909554,-11.35000000000008,94,1,86,4,1,0,1,0,0,1,1,0,1,0
400,0.09157523956245106,-316.4599999999994,308,1,282,19,2,0,1,1,1,1,1,0,1,0
401,0.0910282101513027,-1.960000000000008,66,1,50,12,0,0,1,0,1,1,1,0,1,0
402,0.0904844484485228,10.499999999999986,71,1,63,3,2,0,1,0,0,1,1,0,1,0
403,0.08994393493428707,5.6899999999999835,78,1,66,4,1,0,1,0,4,1,1,0,1,0
404,0.0894066502053739,-97.65000000000002,186,1,181,2,0,0,1,0,0,1,1,0,1,0
405,0.08887257497446785,9.159999999999954,92,1,87,2,0,0,1,0,0,1,1,0,1,0
406,0.08834169006946722,-190.45999999999992,212,1,192,16,1,0,1,0,0,1,1,0,1,0
407,0.08781397643279587,-2.842170943040401e-14,84,1,76,4,1,0,1,0,0,1,1,0,1,0
408,0.08728941512071905,18.509999999999977,68,1,59,6,0,0,1,0,0,1,1,0,1,0
409,0.08676798730266343,9.739999999999966,65,1,54,7,1,0,1,0,0,1,1,0,1,0
410,0.08624967426054099,20.119999999999976,74,1,66,4,0,0,1,0,1,1,1,0,1,0
411,0.08573445738807728,-18.600000000000037,94,1,83,8,0,0,1,0,0,1,1,0,1,0
412,0.08522231819014332,0.2600000000000051,70,1,58,8,1,0,1,0,0,1,1,0,1,0
413,0.08471323828209176,-137.12999999999994,144,1,118,18,2,0,1,2,1,1,1,0,1,0
414,0.08420719938909689,-95.84999999999995,132,1,117,6,4,0,1,2,0,1,1,0,1,0
415,0.0837041833454986,-29.70000000000003,96,1,84,8,1,0,1,0,0,1,1,0,1,0
416,0.08320417209415029,24.019999999999996,64,1,55,6,0,0,1,0,0,1,1,0,1,0
417,0.08270714768577067,-7.760000000000019,92,1,83,3,1,0,2,1,0,1,1,0,1,0
418,0.08221309227829939,-6.250000000000014,82,1,71,4,2,0,1,0,2,1,1,0,1,0
419,0.08172198813625656,-66.46999999999998,119,1,101,12,0,0,2,1,1,1,1,0,1,0
420,0.08123381763010612,-111.16000000000001,188,1,180,4,1,0,1,0,0,1,1,0,1,0
421,0.08074856323562293,24.349999999999994,70,1,64,2,1,0,1,0,0,1,1,0,1,0
422,0.08026620753326372,40.81999999999999,56,1,50,2,1,0,1,0,0,1,1,0,1,0
423,0.07978673320754176,33.989999999999995,56,1,48,3,1,0,1,1,0,1,1,0,1,0
424,0.07931012304640528,-9.950000000000031,86,1,76,6,1,0,1,0,0,1,1,0,1,0
425,0.07883635994061955,20.11999999999999,66,1,59,2,2,0,1,0,0,1,1,0,1,0
426,0.07836542688315278,-82.55000000000003,112,1,94,12,3,0,1,0,0,1,1,0,1,0
427,0.07789730696856553,-48.03999999999995,128,1,119,5,0,0,1,1,0,1,1,0,1,0
428,0.07743198339240391,-91.13000000000001,150,1,136,10,0,0,1,0,1,1,1,0,1,0
429,0.07696943945059626,-29.019999999999996,93,1,79,10,0,0,1,1,0,1,1,0,1,0
430,0.07650965853885357,22.269999999999968,80,1,75,2,0,0,1,0,0,1,1,0,1,0
431,0.07605262415207341,21.669999999999973,66,1,58,4,1,0,1,0,0,1,1,0,1,0
432,0.07559831988374743,-1.3999999999999773,72,1,60,8,1,0,1,0,0,1,1,0,1,0
433,0.07514672942537239,-24.340000000000046,92,1,81,3,3,0,1,1,1,1,1,0,1,0
434,0.07469783656586475,-49.82999999999997,84,1,66,12,3,0,1,0,0,1,1,0,1,0
435,0.07425162519097868,25.35999999999997,73,1,67,3,0,0,1,0,0,1,1,0,1,0
436,0.07380807928272769,-0.28000000000000114,76,1,68,2,3,0,1,0,0,1,1,0,1,0
437,0.0733671829188095,49.75,53,1,47,2,0,0,1,1,0,1,1,0,1,0
438,0.07292892027203456,41.48999999999998,56,1,49,4,0,0,1,0,0,1,1,0,1,0
439,0.0724932756097578,4.3100000000000165,74,1,63,5,1,0,1,1,1,1,1,0,1,0
440,0.07206023329331399,-22.83999999999999,110,1,103,4,0,0,1,0,0,1,1,0,1,0
441,0.0716297777774562,34.59999999999998,62,1,55,4,0,0,1,0,0,1,1,0,1,0
442,0.0712018936097979,-421.68000000000046,350,1,317,26,4,0,1,0,0,1,1,0,1,0
443,0.07077656543025812,8.409999999999982,84,1,77,4,0,0,1,0,0,1,1,0,1,0
444,0.07035377797051019,45.79,60,1,55,1,0,0,1,1,0,1,1,0,1,0
445,0.06993351605343352,24.59999999999995,70,1,63,4,0,0,1,0,0,1,1,0,1,0
446,0.06951576459256888,40.70999999999999,56,1,49,2,1,0,2,0,0,1,1,0,1,0
447,0.06910050859157674,39.16999999999997,64,1,59,2,0,0,1,0,0,1,1,0,1,0
448,0.068687733143699,45.179999999999986,60,1,55,2,0,0,1,0,0,1,1,0,1,0
449,0.06827742343122384,-234.57000000000045,190,1,156,25,4,0,1,1,1,1,1,0,1,0
450,0.0678695647249538,32.05999999999999,64,1,57,4,0,0,1,0,0,1,1,0,1,0
451,0.06746414238367707,30.459999999999994,58,1,49,6,0,0,1,0,0,1,1,0,1,0
452,0.06706114185364183,37.88999999999999,66,1,61,2,0,0,1,0,0,1,1,0,1,0
453,0.06666054866803388,-7.199999999999989,76,1,64,5,2,0,1,1,1,1,1,0,1,0
454,0.06626234844645724,-9.060000000000016,76,1,66,4,3,0,1,0,0,1,1,0,1,0
455,0.06586652689441802,22.649999999999963,72,1,65,4,0,0,1,0,0,1,1,0,1,0
456,0.06547306980281119,37.8,60,1,53,3,0,0,1,1,0,1,1,0,1,0
457,0.06508196304741054,30.010000000000005,64,1,57,2,1,0,1,0,1,1,1,0,1,0
458,0.06469319258836168,-105.21,91,1,65,14,7,0,1,1,1,1,1,0,1,0
459,0.06430674446967798,42.92999999999999,54,1,47,2,1,0,1,0,1,1,1,0,1,0
460,0.06392260481873963,31.86999999999999,64,1,56,3,0,0,1,1,1,1,1,0,1,0
461,0.06354075984579563,31.279999999999973,64,1,57,4,0,0,1,0,0,1,1,0,1,0
462,0.06316119584346877,58.91999999999999,48,1,43,2,0,0,1,0,0,1,1,0,1,0
463,0.06278389918626356,10.919999999999987,88,1,83,2,0,0,1,0,0,1,1,0,1,0
464,0.06240885633007712,29.22999999999999,66,1,58,4,0,0,1,0,1,1,1,0,1,0
465,0.06203605381171294,-48.65000000000005,106,1,91,9,1,0,1,1,1,1,1,0,1,0
466,0.06166547824839764,39.00999999999999,64,1,59,2,0,0,1,0,0,1,1,0,1,0
467,0.0612971163373005,44.19,60,1,55,2,0,0,1,0,0,1,1,0,1,0
468,0.06093095485505596,-35.37999999999998,80,1,61,16,0,0,1,0,0,1,1,0,1,0
469,0.06056698065728891,21.61,66,1,56,6,0,0,1,0,1,1,1,0,1,0
470,0.060205180678142844,-43.53999999999998,108,1,96,5,2,0,1,1,1,1,1,0,1,0
471,0.05984554192981082,-40.790000000000006,112,1,102,6,1,0,1,0,0,1,1,0,1,0
472,0.05948805150206924,56.86999999999999,50,1,45,2,0,0,1,0,0,1,1,0,1,0
473,0.05913269656181437,-21.280000000000015,102,1,93,6,0,0,1,0,0,1,1,0,1,0
474,0.0587794643526017,23.14999999999999,64,1,56,4,1,0,1,0,0,1,1,0,1,0
475,0.058428342194188,30.370000000000005,58,1,48,6,0,0,1,0,1,1,1,0,1,0
476,0.05807931748207612,32.08999999999996,59,1,51,3,1,0,1,0,1,1,1,0,1,0
477,0.05773237768706251,9.250000000000014,68,1,59,4,2,0,1,0,0,1,1,0,1,0
478,0.057387510354787494,12.129999999999953,88,1,83,2,0,0,1,0,0,1,1,0,1,0
479,0.05704470310528812,42.82999999999999,54,1,48,2,1,0,1,0,0,1,1,0,1,0
480,0.056703943632553815,-21.97000000000004,88,1,76,8,1,0,1,0,0,1,1,0,1,0
481,0.056365219704084576,-39.47999999999995,90,1,73,12,1,0,1,0,1,1,1,0,1,0
482,0.05602851916045186,21.769999999999996,66,1,57,6,0,0,1,0,0,1,1,0,1,0
483,0.055693829914862124,-89.02000000000002,116,1,98,12,3,0,1,0,0,1,1,0,1,0
484,0.05536113995272288,12.31000000000003,80,1,73,3,0,0,1,1,0,1,1,0,1,0
485,0.05503043733121145,-43.070000000000036,114,1,103,8,0,0,1,0,0,1,1,0,1,0
486,0.05470171017884621,20.279999999999973,66,1,57,4,1,0,1,0,1,1,1,0,1,0
487,0.05437494669506045,-78.39000000000003,118,1,101,12,2,0,1,0,0,1,1,0,1,0
488,0.054050135149778744,-13.950000000000017,102,1,94,2,1,0,2,0,1,1,1,0,1,0
489,0.05372726388299588,23.95999999999998,70,1,62,4,0,0,1,0,1,1,1,0,1,0
490,0.053406321304358295,9.119999999999976,68,1,58,4,2,0,1,0,1,1,1,0,1,0
491,0.05308729589274799,32.66999999999997,70,1,65,2,0,0,1,0,0,1,1,0,1,0
492,0.05277017619586897,-1.3499999999999943,78,1,67,8,0,0,1,0,0,1,1,0,1,0
493,0.052454950829836096,46.95999999999999,58,1,53,2,0,0,1,0,0,1,1,0,1,0
494,0.05214160847876649,29.959999999999994,66,1,58,4,0,0,1,0,1,1,1,0,1,0
495,0.05183013789437325,16.98999999999998,67,1,57,6,0,0,1,1,0,1,1,0,1,0
496,0.051520527895561705,17.699999999999974,70,1,59,5,0,0,1,1,2,1,1,0,1,0
497,0.05121276736802804,-21.340000000000018,88,1,77,5,2,0,1,1,0,1,1,0,1,0
498,0.050906845263860294,-4.860000000000014,88,1,80,4,1,0,1,0,0,1,1,0,1,0
499,0.05060275060114179,27.58999999999999,74,1,69,2,0,0,1,0,0,1,1,0,1,0
500,0.05030047246355688,30.719999999999985,64,1,58,2,1,0,1,0,0,1,1,0,1,0
501,0.05,-16.44999999999999,98,1,89,4,1,0,1,0,1,1,1,0,1,0
502,0.05,-30.08999999999999,108,1,98,6,0,0,1,0,1,1,1,0,1,0
503,0.05,47.03999999999998,52,1,45,3,0,0,1,1,0,1,1,0,1,0
504,0.05,33.209999999999994,56,1,48,3,1,0,1,1,0,1,1,0,1,0
505,0.05,-3.200000000000003,92,1,83,4,0,0,1,0,2,1,1,0,1,0
506,0.05,37.759999999999984,66,1,61,2,0,0,1,0,0,1,1,0,1,0
507,0.05,29.13000000000001,60,1,51,5,0,0,1,1,0,1,1,0,1,0
508,0.05,5.059999999999988,72,1,62,6,1,0,1,0,0,1,1,0,1,0
509,0.05,34.86999999999996,65,1,59,3,0,0,1,0,0,1,1,0,1,0
510,0.05,17.209999999999994,76,1,69,4,0,0,1,0,0,1,1,0,1,0
511,0.05,32.17999999999999,56,1,46,4,1,0,1,0,2,1,1,0,1,0
512,0.05,62.129999999999995,46,1,40,1,0,0,1,1,1,1,1,0,1,0
513,0.05,-23.190000000000026,88,1,77,6,2,0,1,0,0,1,1,0,1,0
514,0.05,42.819999999999986,48,1,39,6,0,0,1,0,0,1,1,0,1,0
515,0.05,61.01,46,1,41,2,0,0,1,0,0,1,1,0,1,0
516,0.05,41.05999999999995,59,1,54,1,1,0,1,0,0,1,1,0,1,0
517,0.05,68.46,40,1,35,2,0,0,1,0,0,1,1,0,1,0
518,0.05,15.780000000000001,70,1,61,6,0,0,1,0,0,1,1,0,1,0
519,0.05,28.189999999999984,60,1,50,6,0,0,1,0,1,1,1,0,1,0
520,0.05,0.7099999999999369,90,1,82,4,0,0,2,0,0,1,1,0,1,0
521,0.05,20.280000000000015,68,1,59,6,0,0,1,0,0,1,1,0,1,0
522,0.05,16.139999999999972,64,1,53,8,0,0,1,0,0,1,1,0,1,0
523,0.05,17.07999999999997,68,1,60,4,1,0,1,0,0,1,1,0,1,0
524,0.05,10.720000000000013,60,1,48,6,2,0,1,0,1,1,1,0,1,0
525,0.05,30.489999999999966,78,1,75,0,0,0,1,0,0,1,1,0,1,0
526,0.05,-40.68999999999998,101,1,89,7,2,0,1,0,0,1,1,0,1,0
527,0.05,59.90999999999999,54,1,51,0,0,0,1,0,0,1,1,0,1,0
528,0.05,26.159999999999954,71,1,66,1,1,0,1,0,0,1,1,0,1,0
529,0.05,50.15999999999998,56,1,50,2,0,0,1,0,1,1,1,0,1,0
530,0.05,66.78,48,1,45,0,0,0,1,0,0,1,1,0,1,0
531,0.05,35.62999999999998,54,1,44,6,0,0,1,0,1,1,1,0,1,0
532,0.05,10.849999999999994,66,1,56,4,2,0,1,0,1,1,1,0,1,0
533,0.05,63.65999999999999,47,1,43,1,0,0,1,0,0,1,1,0,1,0
534,0.05,4.780000000000001,58,1,47,3,4,0,1,1,0,1,1,0,1,0
535,0.05,-30.560000000000045,96,1,84,8,1,0,1,0,0,1,1,0,1,0
536,0.05,19.500000000000014,71,1,62,5,0,0,1,0,1,1,1,0,1,0
537,0.05,-91.70000000000003,120,1,102,11,3,0,1,1,0,1,1,0,1,0
538,0.05,-67.72000000000001,92,1,72,14,3,0,1,0,0,1,1,0,1,0
539,0.05,35.83999999999999,54,1,44,6,0,0,1,0,1,1,1,0,1,0
540,0.05,40.539999999999985,56,1,49,4,0,0,1,0,0,1,1,0,1,0
541,0.05,31.309999999999988,54,1,46,3,1,1,1,0,0,1,1,0,1,0
542,0.05,34.000000000000014,65,1,60,0,1,0,1,1,0,1,1,0,1,0
543,0.05,46.56999999999998,58,1,53,2,0,0,1,0,0,1,1,0,1,0
544,0.05,46.03999999999999,52,1,45,4,0,0,1,0,0,1,1,0,1,0
545,0.05,-10.509999999999962,92,1,83,5,0,0,1,1,0,1,1,0,1,0
546,0.05,11.909999999999982,82,1,74,3,0,0,1,1,1,1,1,0,1,0
547,0.05,1.289999999999992,79,1,70,4,1,0,1,1,0,1,1,0,1,0
548,0.05,42.33999999999999,62,1,57,2,0,0,1,0,0,1,1,0,1,0
549,0.05,2.8599999999999994,74,1,64,6,1,0,1,0,0,1,1,0,1,0
550,0.05,35.09999999999998,62,1,55,3,0,0,1,1,0,1,1,0,1,0
551,0.05,24.409999999999982,60,1,52,3,1,1,1,0,0,1,1,0,1,0
552,0.05,14.090000000000003,72,1,64,3,1,0,1,1,0,1,1,0,1,0
553,0.05,12.409999999999954,80,1,73,4,0,0,1,0,0,1,1,0,1,0
554,0.05,61.779999999999994,52,1,49,0,0,0,1,0,0,1,1,0,1,0
555,0.05,-18.699999999999974,92,1,81,8,0,0,1,0,0,1,1,0,1,0
556,0.05,-5.699999999999974,82,1,71,8,0,0,1,0,0,1,1,0,1,0
557,0.05,-92.91000000000004,172,1,164,4,1,0,1,0,0,1,1,0,1,0
558,0.05,20.849999999999966,72,1,66,2,1,0,1,0,0,1,1,0,1,0
559,0.05,19.189999999999984,68,1,60,3,1,0,1,1,0,1,1,0,1,0
560,0.05,3.8199999999999648,88,1,81,4,0,0,1,0,0,1,1,0,1,0
561,0.05,17.19999999999996,68,1,60,2,2,0,1,0,1,1,1,0,1,0
562,0.05,32.589999999999975,64,1,56,3,0,0,1,1,1,1,1,0,1,0
563,0.05,34.499999999999986,68,1,63,2,0,0,1,0,0,1,1,0,1,0
564,0.05,45.14999999999997,60,1,53,1,0,0,1,1,2,1,1,0,1,0
565,0.05,33.84999999999998,62,1,55,4,0,0,1,0,0,1,1,0,1,0
566,0.05,36.42999999999998,54,1,43,5,0,0,1,1,2,1,1,0,1,0
567,0.05,63.76999999999999,44,1,38,2,0,0,1,0,1,1,1,0,1,0
568,0.05,46.859999999999985,58,1,52,2,0,0,1,0,1,1,1,0,1,0
569,0.05,20.179999999999993,60,1,48,8,0,0,1,0,1,1,1,0,1,0
570,0.05,51.519999999999996,54,1,49,2,0,0,1,0,0,1,1,0,1,0
571,0.05,2.499999999999986,96,1,91,2,0,0,1,0,0,1,1,0,1,0
572,0.05,41.94,62,1,57,2,0,0,1,0,0,1,1,0,1,0
573,0.05,34.29999999999998,62,1,55,4,0,0,1,0,0,1,1,0,1,0
574,0.05,27.62999999999998,74,1,69,2,0,0,1,0,0,1,1,0,1,0
575,0.05,-8.169999999999973,76,1,64,8,1,0,1,0,0,1,1,0,1,0
576,0.05,64.47,50,1,47,0,0,0,1,0,0,1,1,0,1,0
577,0.05,16.169999999999973,70,1,62,3,1,0,1,1,0,1,1,0,1,0
578,0.05,21.479999999999976,69,1,58,4,0,0,1,1,3,1,1,0,1,0
579,0.05,26.989999999999995,74,1,69,2,0,0,1,0,0,1,1,0,1,0
580,0.05,5.629999999999953,86,1,79,4,0,0,1,0,0,1,1,0,1,0
581,0.05,30.799999999999997,58,1,46,6,0,0,1,0,3,1,1,0,1,0
582,0.05,22.649999999999963,75,1,69,3,0,0,1,0,0,1,1,0,1,0
