episode,epsilon,reward,steps,success,wall_collisions,penalty_visits,closed_door_attempts,key_collected,terminated,truncated
121,0.62,-36.61,79,1,17,0,0,1,1,0
122,0.6168333333333333,-40.260000000000005,81,1,17,0,0,1,1,0
123,0.6136666666666667,-31.920000000000087,102,1,8,0,0,1,1,0
124,0.6105,-96.04000000000006,122,1,18,0,0,1,1,0
125,0.6073333333333333,-875.6300000000023,423,0,78,6,0,0,0,1
126,0.6041666666666667,-135.70999999999998,119,1,25,2,0,1,1,0
127,0.601,36.23999999999999,60,1,4,0,0,1,1,0
128,0.5978333333333333,-19.760000000000005,94,1,8,0,0,1,1,0
129,0.5946666666666667,-102.73999999999997,125,1,19,0,0,1,1,0
130,0.5915,-52.750000000000014,101,1,12,0,1,1,1,0
131,0.5883333333333334,-118.70999999999988,142,1,18,0,0,1,1,0
132,0.5851666666666667,10.66000000000001,62,1,10,0,0,1,1,0
133,0.5820000000000001,-27.69000000000004,94,1,10,0,0,1,1,0
134,0.5788333333333333,-21.320000000000064,88,1,10,0,0,1,1,0
135,0.5756666666666668,-167.81999999999988,149,1,29,0,0,1,1,0
136,0.5725,-5.5900000000000745,85,1,7,0,0,1,1,0
137,0.5693333333333334,28.25,54,1,8,0,0,1,1,0
138,0.5661666666666667,-44.41000000000001,97,1,13,0,0,1,1,0
139,0.563,-13.750000000000014,88,1,8,0,0,1,1,0
140,0.5598333333333334,10.899999999999963,68,1,8,0,0,1,1,0
141,0.5566666666666666,-93.89999999999993,133,1,15,0,0,1,1,0
142,0.5535000000000001,-6.470000000000056,82,1,8,0,0,1,1,0
143,0.5503333333333333,-830.38,423,0,56,10,0,0,0,1
144,0.5471666666666667,20.599999999999937,57,1,9,0,0,1,1,0
145,0.544,-147.7199999999999,140,1,26,0,0,1,1,0
146,0.5408333333333333,-915.5500000000002,423,0,65,19,0,1,0,1
147,0.5376666666666667,-48.91000000000007,95,1,15,0,0,1,1,0
148,0.5345,46.90999999999999,58,1,2,0,0,1,1,0
149,0.5313333333333333,-44.199999999999974,83,1,17,0,0,1,1,0
150,0.5281666666666667,40.319999999999986,50,1,6,0,0,1,1,0
151,0.525,42.37,45,1,7,0,0,1,1,0
152,0.5218333333333334,-36.749999999999986,91,1,13,0,0,1,1,0
153,0.5186666666666666,27.730000000000004,63,1,5,0,0,1,1,0
154,0.5155000000000001,-41.65000000000005,75,1,19,0,0,1,1,0
155,0.5123333333333333,8.720000000000013,61,1,11,0,0,1,1,0
156,0.5091666666666667,-5.3700000000000045,65,1,13,0,0,1,1,0
157,0.506,33.64999999999999,59,1,5,0,0,1,1,0
158,0.5028333333333334,-8.240000000000109,84,1,8,0,0,1,1,0
159,0.4996666666666667,5.889999999999972,72,1,8,0,0,1,1,0
160,0.49650000000000005,-28.17000000000003,74,1,16,0,0,1,1,0
161,0.4933333333333334,-26.30000000000004,92,1,10,0,0,1,1,0
162,0.49016666666666675,67.89,37,1,3,0,0,1,1,0
163,0.487,38.68999999999999,52,1,6,0,0,1,1,0
164,0.48383333333333334,18.919999999999973,65,1,7,0,0,1,1,0
165,0.4806666666666667,55.51,41,1,5,0,0,1,1,0
166,0.47750000000000004,68.88999999999999,40,1,2,0,0,1,1,0
167,0.4743333333333334,-65.44999999999995,103,1,17,0,0,1,1,0
168,0.47116666666666673,58.42999999999999,42,1,4,0,0,1,1,0
169,0.46799999999999997,59.4,45,1,3,0,0,1,1,0
170,0.4648333333333333,32.13000000000001,58,1,6,0,0,1,1,0
171,0.46166666666666667,0.06999999999996476,73,1,9,0,0,1,1,0
172,0.4585,32.269999999999996,47,1,9,0,0,1,1,0
173,0.45533333333333337,27.929999999999993,60,1,6,0,0,1,1,0
174,0.4521666666666667,28.39,60,1,6,0,0,1,1,0
175,0.44900000000000007,-28.440000000000012,80,1,14,0,0,1,1,0
176,0.4458333333333333,-369.2700000000003,287,1,35,2,0,1,1,0
177,0.44266666666666665,6.659999999999982,72,1,8,0,0,1,1,0
178,0.4395,20.659999999999997,60,1,8,0,0,1,1,0
179,0.43633333333333335,13.399999999999963,69,1,7,0,0,1,1,0
180,0.4331666666666667,13.899999999999963,58,1,10,0,0,1,1,0
181,0.43000000000000005,-52.790000000000006,86,1,16,1,0,1,1,0
182,0.4268333333333333,33.769999999999996,62,1,4,0,0,1,1,0
183,0.42366666666666664,-647.5399999999992,419,1,55,7,0,1,1,0
184,0.4205,14.639999999999972,64,1,8,0,0,1,1,0
185,0.41733333333333344,24.439999999999984,67,1,5,0,0,1,1,0
186,0.4141666666666667,1.8900000000000006,70,1,10,0,0,1,1,0
187,0.41100000000000003,47.349999999999994,38,1,8,0,0,1,1,0
188,0.4078333333333334,28.059999999999988,54,1,8,0,0,1,1,0
189,0.4046666666666666,-17.790000000000006,72,1,14,0,0,1,1,0
190,0.4015000000000001,25.779999999999987,62,1,6,0,0,1,1,0
191,0.39833333333333343,37.779999999999994,63,1,3,0,0,1,1,0
192,0.39516666666666667,-10.290000000000006,75,1,11,0,0,1,1,0
193,0.392,16.519999999999968,73,1,5,0,0,1,1,0
194,0.38883333333333336,83.50999999999999,31,1,1,0,0,1,1,0
195,0.3856666666666667,31.390000000000015,61,1,5,0,0,1,1,0
196,0.38250000000000006,13.629999999999981,66,1,8,0,0,1,1,0
197,0.3793333333333334,-43.17999999999999,103,1,11,0,0,1,1,0
198,0.37616666666666676,35.599999999999966,54,1,6,0,0,1,1,0
199,0.373,40.25999999999998,50,1,6,0,0,1,1,0
200,0.36983333333333335,34.25999999999998,45,1,9,0,0,1,1,0
201,0.3666666666666667,15.979999999999976,67,1,7,0,0,1,1,0
202,0.36350000000000005,68.75,40,1,2,0,0,1,1,0
203,0.3603333333333334,37.80999999999999,52,1,6,0,0,1,1,0
204,0.35716666666666674,13.07999999999997,60,1,10,0,0,1,1,0
205,0.354,30.450000000000003,69,1,3,0,0,1,1,0
206,0.35083333333333333,70.85999999999999,35,1,3,0,0,1,1,0
207,0.3476666666666667,10.670000000000002,68,1,8,0,0,1,1,0
208,0.34450000000000003,33.11999999999999,53,1,7,0,0,1,1,0
209,0.3413333333333334,-12.740000000000052,88,1,8,0,0,1,1,0
210,0.3381666666666667,14.329999999999984,58,1,10,0,0,1,1,0
211,0.3350000000000001,66.24000000000001,42,1,2,0,0,1,1,0
212,0.3318333333333333,18.33,65,1,7,0,0,1,1,0
213,0.32866666666666666,62.9,38,1,4,0,0,1,1,0
214,0.3255,8.01000000000002,64,1,10,0,0,1,1,0
215,0.32233333333333336,55.75999999999999,44,1,4,0,0,1,1,0
216,0.3191666666666667,23.909999999999982,50,1,10,0,0,1,1,0
217,0.31600000000000006,45.03999999999998,46,1,6,0,0,1,1,0
218,0.3128333333333333,-7.220000000000013,81,1,9,0,0,1,1,0
219,0.30966666666666665,23.19999999999999,61,1,7,0,0,1,1,0
220,0.3065,42.80999999999999,45,1,7,0,0,1,1,0
221,0.30333333333333345,-22.51000000000009,90,1,10,0,0,1,1,0
222,0.3001666666666667,46.39999999999999,52,1,4,0,0,1,1,0
223,0.29700000000000004,-16.99000000000005,75,1,13,0,0,1,1,0
224,0.2938333333333334,35.87999999999998,51,1,7,0,0,1,1,0
225,0.29066666666666663,58.419999999999995,45,1,3,0,0,1,1,0
226,0.2875000000000001,51.28999999999998,54,1,2,0,0,1,1,0
227,0.28433333333333344,49.52,36,1,8,0,0,1,1,0
228,0.2811666666666667,56.56999999999999,44,1,4,0,0,1,1,0
229,0.278,54.65999999999998,41,1,5,0,0,1,1,0
230,0.2748333333333334,58.77,45,1,3,0,0,1,1,0
231,0.2716666666666666,58.41999999999998,42,1,4,0,0,1,1,0
232,0.26850000000000007,45.03999999999998,46,1,6,0,0,1,1,0
233,0.2653333333333334,2.6799999999999926,79,1,7,0,0,1,1,0
234,0.26216666666666677,73.55999999999999,36,1,2,0,0,1,1,0
235,0.259,50.22999999999998,42,1,6,0,0,1,1,0
236,0.25583333333333336,80.69999999999999,30,1,2,0,0,1,1,0
237,0.2526666666666667,16.299999999999997,81,1,3,0,0,1,1,0
238,0.24950000000000006,38.89,52,1,6,0,0,1,1,0
239,0.2463333333333334,57.649999999999984,42,1,4,0,0,1,1,0
240,0.24316666666666675,51.07999999999998,51,1,3,0,0,1,1,0
241,0.24,17.469999999999985,62,1,8,0,0,1,1,0
242,0.23683333333333334,83.53999999999999,31,1,1,0,0,1,1,0
243,0.2336666666666667,34.12999999999998,59,1,5,0,0,1,1,0
244,0.23050000000000004,48.05999999999998,44,1,6,0,0,1,1,0
245,0.2273333333333334,68.67999999999999,40,1,2,0,0,1,1,0
246,0.22416666666666674,88.86999999999999,30,1,0,0,0,1,1,0
247,0.22100000000000009,52.31999999999999,37,1,7,0,0,1,1,0
248,0.21783333333333332,65.14999999999998,39,1,3,0,0,1,1,0
249,0.21466666666666667,88.33999999999999,27,1,1,0,0,1,1,0
250,0.21150000000000002,50.17999999999998,45,1,5,0,0,1,1,0
251,0.20833333333333337,50.92999999999999,48,1,4,0,0,1,1,0
252,0.20516666666666672,66.47,42,1,2,0,0,1,1,0
253,0.20200000000000007,86.35999999999999,32,1,0,0,0,1,1,0
254,0.1988333333333333,35.219999999999956,54,1,6,0,0,1,1,0
255,0.19566666666666666,59.70999999999999,34,1,6,0,0,1,1,0
256,0.1925,35.29999999999998,51,1,7,0,0,1,1,0
257,0.18933333333333335,63.75999999999999,44,1,2,0,0,1,1,0
258,0.1861666666666667,43.26999999999999,51,1,5,0,0,1,1,0
259,0.18300000000000005,43.069999999999986,48,1,6,0,0,1,1,0
260,0.1798333333333334,41.859999999999985,42,1,8,0,0,1,1,0
261,0.17666666666666664,44.83,57,1,3,0,0,1,1,0
262,0.1735,44.54,54,1,4,0,0,1,1,0
263,0.17033333333333345,73.44999999999999,33,1,3,0,0,1,1,0
264,0.16716666666666669,-193.57,196,1,14,4,0,1,1,0
265,0.16400000000000003,66.04999999999998,39,1,3,0,0,1,1,0
266,0.16083333333333338,52.829999999999984,40,1,6,0,0,1,1,0
267,0.15766666666666662,52.68999999999999,43,1,5,0,0,1,1,0
268,0.15450000000000008,63.30999999999999,41,1,3,0,0,1,1,0
269,0.15133333333333343,75.89,34,1,2,0,0,1,1,0
270,0.14816666666666678,80.86999999999999,33,1,1,0,0,1,1,0
271,0.14500000000000002,76.28,37,1,1,0,0,1,1,0
272,0.14183333333333337,91.13999999999999,28,1,0,0,0,1,1,0
273,0.13866666666666672,60.689999999999976,40,1,4,0,0,1,1,0
274,0.13550000000000006,65.81,39,1,3,0,0,1,1,0
275,0.1323333333333334,73.82,36,1,2,0,0,1,1,0
276,0.12916666666666676,78.52,32,1,2,0,0,1,1,0
277,0.126,81.19,33,1,1,0,0,1,1,0
278,0.12283333333333335,63.00999999999999,49,1,1,0,0,1,1,0
279,0.1196666666666667,67.91,34,1,4,0,0,1,1,0
280,0.11650000000000005,83.72999999999999,31,1,1,0,0,1,1,0
281,0.1133333333333334,68.5,40,1,2,0,0,1,1,0
282,0.11016666666666675,53.019999999999996,43,1,5,0,0,1,1,0
283,0.1070000000000001,78.13999999999999,32,1,2,0,0,1,1,0
284,0.10383333333333333,61.539999999999985,46,1,2,0,0,1,1,0
285,0.10066666666666668,63.17,38,1,4,0,0,1,1,0
286,0.09750000000000003,68.82,43,1,1,0,0,1,1,0
287,0.09433333333333338,75.63999999999999,31,1,3,0,0,1,1,0
288,0.09116666666666673,66.37999999999998,42,1,2,0,0,1,1,0
289,0.08800000000000008,67.84,31,1,5,0,0,1,1,0
290,0.08483333333333332,75.83,34,1,2,0,0,1,1,0
291,0.08166666666666667,76.17,37,1,1,0,0,1,1,0
292,0.07850000000000001,53.71999999999999,46,1,4,0,0,1,1,0
293,0.07533333333333336,83.33999999999999,31,1,1,0,0,1,1,0
294,0.07216666666666671,53.47,49,1,3,0,0,1,1,0
295,0.06900000000000006,68.46,40,1,2,0,0,1,1,0
296,0.06583333333333341,45.53999999999999,46,1,6,0,0,1,1,0
297,0.06266666666666665,65.25,36,1,4,0,0,1,1,0
298,0.0595,75.85,34,1,2,0,0,1,1,0
299,0.05633333333333346,77.86999999999999,29,1,3,0,0,1,1,0
300,0.053166666666666695,81.42,36,1,0,0,0,1,1,0
301,0.050000000000000044,81.35,33,1,1,0,0,1,1,0
302,0.050000000000000044,75.88,34,1,2,0,0,1,1,0
303,0.050000000000000044,91.34,28,1,0,0,0,1,1,0
304,0.050000000000000044,65.27,33,1,5,0,0,1,1,0
305,0.050000000000000044,70.71,35,1,3,0,0,1,1,0
306,0.050000000000000044,52.809999999999995,40,1,6,0,0,1,1,0
307,0.050000000000000044,88.5,27,1,1,0,0,1,1,0
308,0.050000000000000044,91.17999999999999,28,1,0,0,0,1,1,0
309,0.050000000000000044,78.63999999999999,32,1,2,0,0,1,1,0
310,0.050000000000000044,68.47,40,1,2,0,0,1,1,0
311,0.050000000000000044,85.86999999999999,29,1,1,0,0,1,1,0
312,0.050000000000000044,41.94,39,1,9,0,0,1,1,0
313,0.050000000000000044,83.97,34,1,0,0,0,1,1,0
314,0.050000000000000044,50.359999999999985,48,1,4,0,0,1,1,0
315,0.050000000000000044,57.80999999999998,39,1,5,0,0,1,1,0
316,0.050000000000000044,78.49,32,1,2,0,0,1,1,0
317,0.050000000000000044,78.66,35,1,1,0,0,1,1,0
318,0.050000000000000044,74.57,42,1,0,0,0,1,1,0
319,0.050000000000000044,76.12,37,1,1,0,0,1,1,0
320,0.050000000000000044,80.4,27,1,3,0,0,1,1,0
321,0.050000000000000044,72.1,44,1,0,0,0,1,1,0
322,0.050000000000000044,58.2,42,1,4,0,0,1,1,0
323,0.050000000000000044,52.70999999999999,40,1,6,0,0,1,1,0
324,0.050000000000000044,55.84999999999999,41,1,5,0,0,1,1,0
325,0.050000000000000044,83.28,31,1,1,0,0,1,1,0
326,0.050000000000000044,68.09,34,1,4,0,0,1,1,0
327,0.050000000000000044,72.71,30,1,4,0,0,1,1,0
328,0.050000000000000044,88.25999999999999,27,1,1,0,0,1,1,0
329,0.050000000000000044,78.53999999999999,32,1,2,0,0,1,1,0
330,0.050000000000000044,50.88999999999999,45,1,5,0,0,1,1,0
331,0.050000000000000044,83.22999999999999,28,1,2,0,0,1,1,0
332,0.050000000000000044,55.59,41,1,5,0,0,1,1,0
333,0.050000000000000044,83.14999999999999,28,1,2,0,0,1,1,0
334,0.050000000000000044,73.55,39,1,1,0,0,1,1,0
335,0.050000000000000044,65.85,39,1,3,0,0,1,1,0
336,0.050000000000000044,70.39999999999999,35,1,3,0,0,1,1,0
337,0.050000000000000044,68.12,37,1,3,0,0,1,1,0
338,0.050000000000000044,76.30999999999999,37,1,1,0,0,1,1,0
339,0.050000000000000044,76.11,34,1,2,0,0,1,1,0
340,0.050000000000000044,93.72999999999999,26,1,0,0,0,1,1,0
341,0.050000000000000044,58.34999999999999,39,1,5,0,0,1,1,0
342,0.050000000000000044,85.52,26,1,2,0,0,1,1,0
343,0.050000000000000044,78.53,32,1,2,0,0,1,1,0
344,0.050000000000000044,78.47,32,1,2,0,0,1,1,0
345,0.050000000000000044,73.25,33,1,3,0,0,1,1,0
346,0.050000000000000044,85.82999999999998,29,1,1,0,0,1,1,0
347,0.050000000000000044,85.88999999999999,29,1,1,0,0,1,1,0
348,0.050000000000000044,62.53999999999999,35,1,5,0,0,1,1,0
349,0.050000000000000044,80.69,30,1,2,0,0,1,1,0
350,0.050000000000000044,76.88,40,1,0,0,0,1,1,0
351,0.050000000000000044,78.32,32,1,2,0,0,1,1,0
352,0.050000000000000044,65.13,33,1,5,0,0,1,1,0
353,0.050000000000000044,81.3,33,1,1,0,0,1,1,0
354,0.050000000000000044,78.56,35,1,1,0,0,1,1,0
355,0.050000000000000044,72.66999999999999,30,1,4,0,0,1,1,0
356,0.050000000000000044,57.66,39,1,5,0,0,1,1,0
357,0.050000000000000044,59.40999999999999,45,1,3,0,0,1,1,0
358,0.050000000000000044,86.11999999999999,29,1,1,0,0,1,1,0
359,0.050000000000000044,78.85,35,1,1,0,0,1,1,0
360,0.050000000000000044,60.32999999999998,40,1,4,0,0,1,1,0
361,0.050000000000000044,62.51,32,1,6,0,0,1,1,0
362,0.050000000000000044,64.44999999999999,44,1,2,0,0,1,1,0
363,0.050000000000000044,55.29999999999999,41,1,5,0,0,1,1,0
364,0.050000000000000044,63.589999999999996,41,1,3,0,0,1,1,0
365,0.050000000000000044,71.19999999999999,35,1,3,0,0,1,1,0
366,0.050000000000000044,53.019999999999996,43,1,5,0,0,1,1,0
367,0.050000000000000044,88.80999999999999,30,1,0,0,0,1,1,0
368,0.050000000000000044,88.47,27,1,1,0,0,1,1,0
369,0.050000000000000044,85.99999999999999,29,1,1,0,0,1,1,0
370,0.050000000000000044,70.44,32,1,4,0,0,1,1,0
371,0.050000000000000044,65.19,36,1,4,0,0,1,1,0
372,0.050000000000000044,63.259999999999984,41,1,3,0,0,1,1,0
373,0.050000000000000044,76.25999999999999,40,1,0,0,0,1,1,0
374,0.050000000000000044,78.64999999999999,32,1,2,0,0,1,1,0
375,0.050000000000000044,70.3,32,1,4,0,0,1,1,0
376,0.050000000000000044,76.25999999999999,34,1,2,0,0,1,1,0
377,0.050000000000000044,60.04999999999999,37,1,5,0,0,1,1,0
378,0.050000000000000044,86.61999999999999,32,1,0,0,0,1,1,0
379,0.050000000000000044,53.08999999999999,43,1,5,0,0,1,1,0
380,0.050000000000000044,77.91,29,1,3,0,0,1,1,0
381,0.050000000000000044,71.41999999999999,41,1,1,0,0,1,1,0
382,0.050000000000000044,78.22999999999999,32,1,2,0,0,1,1,0
383,0.050000000000000044,63.23,38,1,4,0,0,1,1,0
384,0.050000000000000044,63.87999999999998,44,1,2,0,0,1,1,0
385,0.050000000000000044,68.16,37,1,3,0,0,1,1,0
386,0.050000000000000044,91.22,28,1,0,0,0,1,1,0
387,0.050000000000000044,70.72999999999999,35,1,3,0,0,1,1,0
388,0.050000000000000044,52.99999999999998,46,1,4,0,0,1,1,0
389,0.050000000000000044,75.63,31,1,3,0,0,1,1,0
390,0.050000000000000044,80.96,30,1,2,0,0,1,1,0
391,0.050000000000000044,67.35,31,1,5,0,0,1,1,0
392,0.050000000000000044,91.17999999999999,28,1,0,0,0,1,1,0
393,0.050000000000000044,54.74999999999999,35,1,7,0,0,1,1,0
394,0.050000000000000044,80.74,30,1,2,0,0,1,1,0
395,0.050000000000000044,80.78999999999999,30,1,2,0,0,1,1,0
396,0.050000000000000044,57.31,50,1,2,0,0,1,1,0
397,0.050000000000000044,80.39,27,1,3,0,0,1,1,0
398,0.050000000000000044,86.17999999999999,29,1,1,0,0,1,1,0
399,0.050000000000000044,71.16,41,1,1,0,0,1,1,0
400,0.050000000000000044,80.88,33,1,1,0,0,1,1,0
